morpheme,gloss,affix,freq
еремченкэ,STEM,root,29
дунае,STEM,root,1
сервис,STEM,root,88
сусловы,STEM,root,5
контроль,STEM,root,14
гусаков,STEM,root,38
товарнэ,STEM,root,15
лаборатории,STEM,root,5
гъуахъо,STEM,root,11
тау,STEM,root,38
лъэужы,STEM,root,87
шъое,STEM,root,11
винников,STEM,root,37
библиографие,STEM,root,24
хыдзэлӏы,STEM,root,7
лаурэ,STEM,root,14
физик,STEM,root,37
быбэтэ,STEM,root,70
бухгалтеры,STEM,root,21
погранотряд,STEM,root,2
филогенез,STEM,root,1
кӏабзэ,STEM,root,2
сидюковы,STEM,root,5
батышъ,STEM,root,3
ивановичы,STEM,root,9
трактористы,STEM,root,20
экзамены,STEM,root,63
цуабзэ,STEM,root,12
бэрэсбый,STEM,root,9
открытие,STEM,root,15
масленниковы,STEM,root,7
мышкӏу,STEM,root,20
драматургии,STEM,root,1
акӏэӏу,STEM,root,7
изых,STEM,root,5
социалист,STEM,root,4
тхьабз,STEM,root,8
мыщын,STEM,root,32
чэрэзы,STEM,root,48
лауреаты,STEM,root,23
мазут,STEM,root,1
къэхэлъа,STEM,root,18
сидашенкэ,STEM,root,2
меры,STEM,root,2
чураевы,STEM,root,10
температур,STEM,root,22
тендер,STEM,root,18
триллионы,STEM,root,5
назарет,STEM,root,38
морфологии,STEM,root,2
нэшъукъу,STEM,root,2
тлъэрыкъо,STEM,root,6
петри,STEM,root,14
быбат,STEM,root,19
маргаритэ,STEM,root,46
ӏажа,STEM,root,19
нэкӏао,STEM,root,12
эркюль,STEM,root,23
нотариусы,STEM,root,26
кӏыи,STEM,root,43
ненецкэ,STEM,root,26
мыжъоупцӏ,STEM,root,5
электропроводкэ,STEM,root,20
лъэбжъэ,STEM,root,14
праймериз,STEM,root,10
дэгу,STEM,root,134
гранаты,STEM,root,10
димитров,STEM,root,25
сеткэ,STEM,root,18
гапон,STEM,root,23
астрахан,STEM,root,4
лекции,STEM,root,1
федорко,STEM,root,76
автошколэ,STEM,root,24
нэгъойхъан,STEM,root,52
пикет,STEM,root,6
къуй,STEM,root,24
петрозаводскэ,STEM,root,9
новосибирскэ,STEM,root,50
скульптор,STEM,root,46
концлагеры,STEM,root,29
нысхъап,STEM,root,30
калужскэ,STEM,root,26
шӏуан,STEM,root,9
сэнэшъхьа,STEM,root,22
кремлевскэ,STEM,root,19
бакулевы,STEM,root,17
кӏакӏыхъу,STEM,root,128
чӏыплъ,STEM,root,28
шъхьэпсынкӏэ,STEM,root,10
автомеханик,STEM,root,9
пщагъу,STEM,root,8
магическэ,STEM,root,3
стоматологие,STEM,root,14
удмуртие,STEM,root,27
инсулин,STEM,root,6
симферополь,STEM,root,27
ведерниковы,STEM,root,14
томск,STEM,root,6
массовэ,STEM,root,12
луиз,STEM,root,14
анфис,STEM,root,21
мыхьамэты,STEM,root,46
хьатыры,STEM,root,19
метро,STEM,root,36
къудый,STEM,root,56
терминалы,STEM,root,19
хъорэлӏы,STEM,root,4
мэжьа,STEM,root,3
шыко,STEM,root,2
къэрэбгъа,STEM,root,82
бжым,STEM,root,35
унэшъу,STEM,root,26
возрождение,STEM,root,27
корректировщик,STEM,root,10
хъымыщы,STEM,root,14
фыта,STEM,root,8
хьатӏан,STEM,root,5
шепель,STEM,root,7
нэкулъ,STEM,root,36
леонович,STEM,root,9
уӏашы,STEM,root,5
противогаз,STEM,root,5
мэстэ,STEM,root,27
шишкин,STEM,root,11
бударгины,STEM,root,4
кутузовы,STEM,root,23
трасс,STEM,root,6
шал,STEM,root,7
уставы,STEM,root,31
телеграмм,STEM,root,19
солдаты,STEM,root,8
чалаев,STEM,root,8
консульствэ,STEM,root,21
штраус,STEM,root,11
шумафович,STEM,root,40
тымы,STEM,root,4
хлопонины,STEM,root,26
прокофьевы,STEM,root,13
уӏучӏ,STEM,root,1
сырнычы,STEM,root,19
лӏыф,STEM,root,36
цужъы,STEM,root,8
арутюновы,STEM,root,8
сабын,STEM,root,21
созвездие,STEM,root,30
медколледжы,STEM,root,6
сюрпризы,STEM,root,19
мэщ,STEM,root,50
дэчъэ,STEM,root,38
схем,STEM,root,7
коррупционнэ,STEM,root,39
хьакӏэлӏ,STEM,root,15
новиков,STEM,root,14
шишкины,STEM,root,6
къэплъаны,STEM,root,14
анисимовы,STEM,root,18
школэ,STEM,root,11
феодосия,STEM,root,2
рашид,STEM,root,38
массажы,STEM,root,6
сценарнэ,STEM,root,2
полиграфобъединение,STEM,root,6
женев,STEM,root,6
пчэнышъуай,STEM,root,1
гумэха,STEM,root,23
емызэщы,STEM,root,8
къэр,STEM,root,80
шъхьэщытхъужьы,STEM,root,17
дизайн,STEM,root,60
валерие,STEM,root,11
парад,STEM,root,59
цыганкова,STEM,root,38
сейфеддин,STEM,root,6
куржь,STEM,root,18
киселева,STEM,root,15
хьэхъу,STEM,root,17
таджикы,STEM,root,3
борэкъокъу,STEM,root,2
пэмыкӏ,STEM,root,26
наркодиспансер,STEM,root,2
боевик,STEM,root,26
шведскэ,STEM,root,7
сэмэркъэушӏыл,STEM,root,9
тавридэ,STEM,root,24
корректоры,STEM,root,5
белок,STEM,root,13
латины,STEM,root,33
рубановы,STEM,root,7
сценк,STEM,root,4
географическэ,STEM,root,105
гарант,STEM,root,24
мартэ,STEM,root,38
внекласснэ,STEM,root,18
лӏышӏу,STEM,root,59
равенсбрюк,STEM,root,4
шъэшъы,STEM,root,21
трудодень,STEM,root,15
халиф,STEM,root,14
автомобильнэ,STEM,root,21
отраслы,STEM,root,19
бомб,STEM,root,26
гухэхъо,STEM,root,21
секретариат,STEM,root,9
чернышевы,STEM,root,52
дьяковэ,STEM,root,15
интеллигенты,STEM,root,5
къэрэхъу,STEM,root,5
лӏэужы,STEM,root,56
филиалы,STEM,root,14
аристарх,STEM,root,10
хьадэджад,STEM,root,1
посольствэ,STEM,root,41
финансирование,STEM,root,12
хэкӏуа,STEM,root,6
балконы,STEM,root,13
кабанов,STEM,root,2
пчъэгъ,STEM,root,13
кондратьев,STEM,root,22
дзэукъожъ,STEM,root,3
референдумы,STEM,root,29
теуи,STEM,root,8
тыгъэхьажъу,STEM,root,21
монастыр,STEM,root,8
суворовскэ,STEM,root,23
пхъапхъ,STEM,root,4
культивацие,STEM,root,29
нэпц,STEM,root,7
опытнэ,STEM,root,20
урысыя,STEM,root,15
очэпщ,STEM,root,7
къутэма,STEM,root,16
илъэсишъ,STEM,root,6
хьаджыу,STEM,root,5
образовании,STEM,root,36
гугъэузы,STEM,root,13
кипчакы,STEM,root,11
дневник,STEM,root,37
карпова,STEM,root,10
санитаркэ,STEM,root,21
буфеты,STEM,root,8
полянэ,STEM,root,30
гъыдзэ,STEM,root,23
красноруцкэ,STEM,root,18
хьэкуамэ,STEM,root,6
хъыдзэдж,STEM,root,1
универсиад,STEM,root,7
операции,STEM,root,2
опереттэ,STEM,root,30
тэт,STEM,root,12
механизаторы,STEM,root,17
шъхьащытхъужь,STEM,root,15
прививкэ,STEM,root,89
микроклиматы,STEM,root,3
россотрудничествэ,STEM,root,6
правительств,STEM,root,32
амазонкэ,STEM,root,46
лъэпако,STEM,root,20
прицеп,STEM,root,35
коммунальщик,STEM,root,32
никитина,STEM,root,35
толстои,STEM,root,62
архитектур,STEM,root,6
заревэ,STEM,root,56
занятие,STEM,root,47
фармацевтическэ,STEM,root,28
мелодрамэ,STEM,root,7
гъушъа,STEM,root,59
къатбамбэты,STEM,root,6
эпическэ,STEM,root,46
малютэ,STEM,root,6
дэхъо,STEM,root,4
пэчӏынэтӏа,STEM,root,2
сап,STEM,root,16
кӏэлэегъэдж,STEM,root,22
чаловы,STEM,root,17
щыры,STEM,root,29
хьаты,STEM,root,30
шъхьэубат,STEM,root,5
цэлэшхэ,STEM,root,4
герман,STEM,root,38
железнодорожнэ,STEM,root,23
фырэ,STEM,root,21
эльмирэ,STEM,root,29
лъэкъуао,STEM,root,8
вишневецк,STEM,root,8
гухахъу,STEM,root,25
семье,STEM,root,4
лозунг,STEM,root,29
стенды,STEM,root,16
губгъэн,STEM,root,59
романс,STEM,root,29
позицие,STEM,root,17
абыи,STEM,root,1
лидие,STEM,root,20
малахов,STEM,root,2
рахматулины,STEM,root,5
компании,STEM,root,9
пщыукӏ,STEM,root,12
гагарины,STEM,root,96
цӏэнлъэ,STEM,root,31
джэбраилы,STEM,root,1
сценическэ,STEM,root,43
преображенскэ,STEM,root,23
универсальнэ,STEM,root,51
гъурэ,STEM,root,17
европ,STEM,root,12
нэнэжъы,STEM,root,61
таможенник,STEM,root,6
крайкомы,STEM,root,17
биометрическэ,STEM,root,8
утхьабз,STEM,root,2
бэрэскэшху,STEM,root,33
дэунэжьы,STEM,root,1
белореченскэ,STEM,root,42
ансамблы,STEM,root,4
гъунэпкъ,STEM,root,2
маяковскэ,STEM,root,52
ӏэдэ,STEM,root,50
куашэ,STEM,root,35
ӏудэна,STEM,root,13
изобразительнэ,STEM,root,32
павлов,STEM,root,40
бамбэт,STEM,root,15
федеративнэ,STEM,root,17
славянскэ,STEM,root,12
лъэои,STEM,root,23
ӏаплӏэ,STEM,root,7
авиамодельнэ,STEM,root,4
бомбардировочнэ,STEM,root,10
пхъэц,STEM,root,10
ушъхьакӏугъ,STEM,root,7
лӏэхъупхъ,STEM,root,24
эдельвейсы,STEM,root,12
наград,STEM,root,27
адыгеястаты,STEM,root,29
неврологы,STEM,root,14
фэтагын,STEM,root,20
норвегие,STEM,root,84
лъэубэкъу,STEM,root,50
терроризм,STEM,root,6
содружество,STEM,root,15
кадыровы,STEM,root,25
богдановы,STEM,root,28
тироль,STEM,root,20
артиллерийскэ,STEM,root,41
магомаевы,STEM,root,21
самохваловы,STEM,root,5
нормативнэ,STEM,root,43
сотников,STEM,root,10
страховщикы,STEM,root,10
марианэ,STEM,root,7
мамсыр,STEM,root,56
расчет,STEM,root,21
голубчик,STEM,root,7
акъущэ,STEM,root,43
предгорнэ,STEM,root,3
щэтыры,STEM,root,9
становление,STEM,root,12
къулы,STEM,root,3
чыназыры,STEM,root,13
эксплуатационнэ,STEM,root,5
рубен,STEM,root,12
изыхы,STEM,root,17
планшеты,STEM,root,17
чурбанов,STEM,root,13
кӏыщмай,STEM,root,8
пластиковэ,STEM,root,22
войсковой,STEM,root,2
хьамбар,STEM,root,72
тамбый,STEM,root,56
хьащты,STEM,root,3
фадеевы,STEM,root,20
таксисты,STEM,root,23
террористы,STEM,root,3
пхъэкӏ,STEM,root,5
тхьакӏ,STEM,root,45
микрофон,STEM,root,17
цӏэгъошӏу,STEM,root,22
джамбор,STEM,root,14
активнэ,STEM,root,5
кинолентэ,STEM,root,10
наташ,STEM,root,21
бырс,STEM,root,4
тахмазян,STEM,root,5
еджэкӏэ,STEM,root,1
заказы,STEM,root,22
стритболы,STEM,root,22
азербайджаны,STEM,root,9
щымыщы,STEM,root,13
профсоюзы,STEM,root,30
упӏэпӏа,STEM,root,5
андреев,STEM,root,70
вильнюс,STEM,root,13
нэфына,STEM,root,14
лихорадк,STEM,root,7
тэлмащы,STEM,root,11
чешскэ,STEM,root,7
шойгу,STEM,root,24
танджы,STEM,root,27
банкрот,STEM,root,54
ныбачъэ,STEM,root,5
каналы,STEM,root,54
брифинг,STEM,root,18
тележурналист,STEM,root,12
сварщик,STEM,root,4
следователы,STEM,root,12
толерантность,STEM,root,7
левченкэ,STEM,root,30
антуан,STEM,root,6
шапсугии,STEM,root,10
союзнэ,STEM,root,35
этнографие,STEM,root,91
утха,STEM,root,47
мэтэ,STEM,root,24
ушкъои,STEM,root,31
творогова,STEM,root,17
аленэ,STEM,root,8
ребусы,STEM,root,1
гъой,STEM,root,23
блэнэгъапцӏэ,STEM,root,12
ныба,STEM,root,4
пцӏэпӏа,STEM,root,3
минометы,STEM,root,5
искариот,STEM,root,14
регламенты,STEM,root,47
вындыжъ,STEM,root,9
изабель,STEM,root,24
спорткомплексы,STEM,root,32
пенз,STEM,root,1
геноцид,STEM,root,13
ланл,STEM,root,6
кировчанк,STEM,root,17
катрин,STEM,root,9
кизяновы,STEM,root,14
труппэ,STEM,root,10
берлускони,STEM,root,4
джэнчыдз,STEM,root,10
гепатит,STEM,root,28
райкомы,STEM,root,17
черкесии,STEM,root,43
парфенов,STEM,root,4
гурыш,STEM,root,4
рецензие,STEM,root,60
мел,STEM,root,1
факт,STEM,root,39
прочнэ,STEM,root,12
зенитчик,STEM,root,12
куржьы,STEM,root,2
мэлэщы,STEM,root,11
тӏатӏыжъ,STEM,root,7
лексикографие,STEM,root,12
бзэджэшӏ,STEM,root,17
капиталы,STEM,root,34
цӏэлэ,STEM,root,33
гвардейск,STEM,root,3
соборы,STEM,root,19
волков,STEM,root,41
псэушъхь,STEM,root,79
эстонскэ,STEM,root,1
селигеры,STEM,root,8
билаловы,STEM,root,27
адэжьы,STEM,root,2
старков,STEM,root,5
мэфэшӏукъу,STEM,root,1
алекс,STEM,root,22
геноциды,STEM,root,10
карпат,STEM,root,7
пхэкӏ,STEM,root,27
отраднэ,STEM,root,27
лифты,STEM,root,15
императоры,STEM,root,11
франкфурт,STEM,root,19
хъабэ,STEM,root,2
мэд,STEM,root,9
шариаты,STEM,root,12
тэтэжъы,STEM,root,40
папцӏ,STEM,root,14
кадиева,STEM,root,7
фыз,STEM,root,31
милиц,STEM,root,25
мардохъай,STEM,root,67
тазэ,STEM,root,29
бэрэтары,STEM,root,31
мартьянов,STEM,root,11
лъэсэ,STEM,root,71
банниковы,STEM,root,4
пролетариаты,STEM,root,9
автоматы,STEM,root,45
мамыжъ,STEM,root,27
карапетян,STEM,root,16
джыгун,STEM,root,18
классификацие,STEM,root,20
коляскэ,STEM,root,8
литвиновы,STEM,root,18
фелицины,STEM,root,5
тхьэмаф,STEM,root,14
алимэ,STEM,root,17
пединституты,STEM,root,29
сертификации,STEM,root,2
къыргъыщ,STEM,root,4
футболкэ,STEM,root,20
лӏыхъукӏ,STEM,root,22
лъэхэнэ,STEM,root,4
хъэрены,STEM,root,12
малаховы,STEM,root,16
календарь,STEM,root,41
къуз,STEM,root,20
публичнэ,STEM,root,17
сарай,STEM,root,20
думанышъ,STEM,root,3
нэпэ,STEM,root,56
цӏэкӏэ,STEM,root,17
тай,STEM,root,13
соболевы,STEM,root,20
тӏуалэ,STEM,root,16
хьахъу,STEM,root,66
уракъ,STEM,root,27
хьалэ,STEM,root,9
епископы,STEM,root,33
псыжъы,STEM,root,4
щэджрай,STEM,root,1
буквары,STEM,root,12
рождественскэ,STEM,root,34
капеллэ,STEM,root,9
лъэкъуа,STEM,root,4
дефицит,STEM,root,25
сэид,STEM,root,51
воронины,STEM,root,17
алкоголь,STEM,root,80
отрэщ,STEM,root,28
хьабэчыр,STEM,root,64
джалиль,STEM,root,30
кощырыпсэу,STEM,root,16
чэсэбыи,STEM,root,4
щырыкъу,STEM,root,35
псэлъ,STEM,root,6
газовик,STEM,root,11
къуныжъы,STEM,root,13
кӏаку,STEM,root,21
искандер,STEM,root,6
хьэхъун,STEM,root,1
упӏапӏэ,STEM,root,13
къэлэдэсы,STEM,root,16
щыф,STEM,root,17
нурдин,STEM,root,54
структурнэ,STEM,root,40
лезгин,STEM,root,16
оценкэ,STEM,root,45
репортаж,STEM,root,39
росреестр,STEM,root,7
адыгеяавтодор,STEM,root,19
бракъый,STEM,root,17
сэхы,STEM,root,25
краевед,STEM,root,52
